Date,Open,High,Low,Close,Adj Close,Volume,Symbol,Year,Month,Day,SMA_3,Prev_Close,Daily_Return,High_Low_Spread
2024-01-18,152.770004,153.779999,151.820007,153.5,153.5,37850200,AMZN,2024,1,18,152.79000366666665,151.710007,1.179878002378584,1.9599919999999997
2024-01-19,153.830002,155.759995,152.740005,155.339996,155.339996,51033700,AMZN,2024,1,19,153.51666766666668,153.5,1.1986944625407254,3.019990000000007
2024-01-22,156.889999,157.050003,153.899994,154.779999,154.779999,43687500,AMZN,2024,1,22,154.53999833333333,155.339996,-0.36049762741078595,3.1500090000000114
2024-01-23,154.850006,156.210007,153.929993,156.020004,156.020004,37986000,AMZN,2024,1,23,155.37999966666666,154.779999,0.8011403333837704,2.280013999999994
2024-01-24,157.800003,158.509995,156.479996,156.869995,156.869995,48547300,AMZN,2024,1,24,155.88999933333332,156.020004,0.544796166009577,2.0299990000000037
2024-01-25,156.949997,158.509995,154.550003,157.75,157.75,43638600,AMZN,2024,1,25,156.87999966666666,156.869995,0.560977260182874,3.9599919999999997
2024-01-26,158.419998,160.720001,157.910004,159.119995,159.119995,51047400,AMZN,2024,1,26,157.91333,157.75,0.8684595879556188,2.80999700000001
2024-01-29,159.339996,161.289993,158.899994,161.259995,161.259995,45270400,AMZN,2024,1,29,159.37666333333334,159.119995,1.3448969753926998,2.3899990000000173
2024-01-30,160.699997,161.729996,158.490005,159.0,159.0,45207400,AMZN,2024,1,30,159.79333,161.259995,-1.40146041800386,3.2399910000000034
2024-01-31,157.0,159.009995,154.809998,155.199997,155.199997,50284400,AMZN,2024,1,31,158.486664,159.0,-2.389938993710694,4.199996999999996
2024-02-01,155.869995,159.759995,155.619995,159.279999,159.279999,76542400,AMZN,2024,2,1,157.82666533333335,155.199997,2.6288673188569764,4.140000000000015
2024-02-02,169.190002,172.5,167.330002,171.809998,171.809998,117154900,AMZN,2024,2,2,162.09666466666667,159.279999,7.866649346224571,5.1699979999999925
2024-02-05,170.199997,170.550003,167.699997,170.309998,170.309998,55081300,AMZN,2024,2,5,167.1333316666667,171.809998,-0.8730574573430819,2.8500060000000076
2024-02-06,169.389999,170.710007,167.649994,169.149994,169.149994,42505500,AMZN,2024,2,6,170.42333,170.309998,-0.6811132720464331,3.060012999999998
2024-02-07,169.479996,170.880005,168.940002,170.529999,170.529999,47174100,AMZN,2024,2,7,169.99666366666668,169.149994,0.8158469104054542,1.9400030000000186
2024-02-08,169.649994,171.429993,168.880005,169.839996,169.839996,42316500,AMZN,2024,2,8,169.83999633333335,170.529999,-0.4046226494143063,2.549987999999985
2024-02-09,170.899994,175.0,170.580002,174.449997,174.449997,56986000,AMZN,2024,2,9,171.606664,169.839996,2.7143200121130375,4.4199979999999925
2024-02-12,174.800003,175.389999,171.539993,172.339996,172.339996,51050400,AMZN,2024,2,12,172.20999633333335,174.449997,-1.2095162145517164,3.850005999999979
2024-02-13,167.729996,170.949997,165.75,168.639999,168.639999,56345100,AMZN,2024,2,13,171.8099973333333,172.339996,-2.1469171903659694,5.199996999999996
2024-02-14,169.210007,171.210007,168.279999,170.979996,170.979996,42815500,AMZN,2024,2,14,170.65333033333334,168.639999,1.3875693867858783,2.9300079999999866
2024-02-15,170.580002,171.169998,167.589996,169.800003,169.800003,49855200,AMZN,2024,2,15,169.806666,170.979996,-0.6901351196662773,3.580001999999979
2024-02-16,168.740005,170.419998,167.169998,169.509995,169.509995,48074600,AMZN,2024,2,16,170.09666466666667,169.800003,-0.17079387212967262,3.25
2024-02-20,167.830002,168.710007,165.740005,167.080002,167.080002,41980300,AMZN,2024,2,20,168.79666666666665,169.509995,-1.4335396564668625,2.970001999999994
2024-02-21,168.940002,170.229996,167.139999,168.589996,168.589996,44575600,AMZN,2024,2,21,168.39333100000002,167.080002,0.9037550765650613,3.089997000000011
2024-02-22,173.100006,174.800003,171.770004,174.580002,174.580002,55392400,AMZN,2024,2,22,170.08333333333334,168.589996,3.553002041710704,3.0299990000000037
2024-02-23,174.279999,175.75,173.699997,174.990005,174.990005,59715200,AMZN,2024,2,23,172.720001,174.580002,0.23485106845169412,2.050003000000004
2024-02-26,175.699997,176.369995,174.259995,174.729996,174.729996,44368600,AMZN,2024,2,26,174.76666766666668,174.990005,-0.14858505775801115,2.109999999999985
2024-02-27,174.080002,174.619995,172.860001,173.539993,173.539993,31141700,AMZN,2024,2,27,174.419998,174.729996,-0.6810524965616036,1.7599939999999776
2024-02-28,172.440002,174.050003,172.270004,173.160004,173.160004,28180500,AMZN,2024,2,28,173.80999766666665,173.539993,-0.21896336022096252,1.7799990000000037
2024-02-29,173.009995,177.220001,172.850006,176.759995,176.759995,53805400,AMZN,2024,2,29,174.48666400000002,173.160004,2.078996833472017,4.369994999999989
2024-03-01,176.75,178.729996,176.070007,178.220001,178.220001,31956200,AMZN,2024,3,1,176.04666666666665,176.759995,0.8259821460166893,2.659988999999996
2024-03-04,177.529999,180.139999,177.490005,177.580002,177.580002,37381500,AMZN,2024,3,4,177.51999933333335,178.220001,-0.35910615890973363,2.6499939999999924
2024-03-05,176.929993,176.929993,173.300003,174.119995,174.119995,37228300,AMZN,2024,3,5,176.63999933333332,177.580002,-1.9484215345374412,3.6299899999999923
2024-03-06,175.539993,176.460007,173.259995,173.509995,173.509995,32090900,AMZN,2024,3,6,175.06999733333336,174.119995,-0.35033311366680503,3.2000119999999868
2024-03-07,174.830002,177.990005,173.720001,176.820007,176.820007,34063300,AMZN,2024,3,7,174.8166656666667,173.509995,1.9076779986075154,4.270004
2024-03-08,176.440002,178.789993,174.330002,175.350006,175.350006,37853500,AMZN,2024,3,8,175.22666933333335,176.820007,-0.8313544518748923,4.459991000000002
2024-03-11,174.309998,174.470001,171.470001,171.960007,171.960007,28484800,AMZN,2024,3,11,174.7100066666667,175.350006,-1.9332756680943697,3.0
2024-03-12,173.5,176.759995,171.979996,175.389999,175.389999,36610600,AMZN,2024,3,12,174.23333733333334,171.960007,1.9946451851447056,4.779999000000004
2024-03-13,175.899994,177.619995,175.550003,176.559998,176.559998,30772600,AMZN,2024,3,13,174.63666800000001,175.389999,0.6670842161302587,2.069991999999985
2024-03-14,177.690002,179.529999,176.470001,178.75,178.75,43705800,AMZN,2024,3,14,176.89999899999998,176.559998,1.2403726918936602,3.0599980000000073
2024-03-15,176.639999,177.929993,173.899994,174.419998,174.419998,72115500,AMZN,2024,3,15,176.57666533333335,178.75,-2.422378741258745,4.029999000000004
2024-03-18,175.800003,176.690002,174.279999,174.479996,174.479996,31250700,AMZN,2024,3,18,175.88333133333333,174.419998,0.034398578539146255,2.410002999999989
2024-03-19,174.220001,176.089996,173.520004,175.899994,175.899994,26880900,AMZN,2024,3,19,174.93332933333332,174.479996,0.8138457316333229,2.5699920000000134
2024-03-20,176.139999,178.529999,174.639999,178.149994,178.149994,29947200,AMZN,2024,3,20,176.17666133333333,175.899994,1.2791359162866147,3.890000000000015
2024-03-21,179.990005,181.419998,178.149994,178.149994,178.149994,32824300,AMZN,2024,3,21,177.399994,178.149994,0.0,3.270004
2024-03-22,177.75,179.259995,176.75,178.869995,178.869995,27964100,AMZN,2024,3,22,178.38999433333333,178.149994,0.4041543779114561,2.5099950000000035
2024-03-25,178.009995,180.990005,177.240005,179.710007,179.710007,29815500,AMZN,2024,3,25,178.90999866666667,178.869995,0.46962152595800183,3.75
2024-03-26,180.149994,180.449997,177.949997,178.300003,178.300003,29659000,AMZN,2024,3,26,178.96000166666667,179.710007,-0.7845996021801872,2.5
2024-03-27,179.880005,180.0,177.309998,179.830002,179.830002,33272600,AMZN,2024,3,27,179.280004,178.300003,0.858103743273635,2.6900019999999927
2024-03-28,180.169998,181.699997,179.259995,180.380005,180.380005,38051600,AMZN,2024,3,28,179.50333666666666,179.830002,0.3058460734488585,2.4400019999999927
2024-04-01,180.789993,183.0,179.949997,180.970001,180.970001,29174500,AMZN,2024,4,1,180.393336,180.380005,0.32708503362109626,3.050003000000004
2024-04-02,179.070007,180.789993,178.380005,180.690002,180.690002,32611500,AMZN,2024,4,2,180.68000266666664,180.970001,-0.15472122365739704,2.4099879999999985
2024-04-03,179.899994,182.869995,179.800003,182.410004,182.410004,31046600,AMZN,2024,4,3,181.35666899999998,180.690002,0.9519076766627043,3.069991999999985
2024-04-04,184.0,185.100006,180.0,180.0,180.0,41624300,AMZN,2024,4,4,181.03333533333333,182.410004,-1.3212016595317801,5.100006000000008
2024-04-05,182.380005,186.270004,181.970001,185.070007,185.070007,42335200,AMZN,2024,4,5,182.493337,180.0,2.816670555555558,4.300003000000004
2024-04-08,186.899994,187.289993,184.809998,185.190002,185.190002,39221300,AMZN,2024,4,8,183.42000300000004,185.070007,0.0648376265528475,2.4799950000000024
2024-04-09,187.240005,187.339996,184.199997,185.669998,185.669998,36546900,AMZN,2024,4,9,185.3100023333333,185.190002,0.25919109823218206,3.1399990000000173
2024-04-10,182.770004,186.270004,182.669998,185.949997,185.949997,35879200,AMZN,2024,4,10,185.60333233333336,185.669998,0.15080465504179286,3.6000060000000076
2024-04-11,186.740005,189.770004,185.509995,189.050003,189.050003,40020700,AMZN,2024,4,11,186.88999933333335,185.949997,1.6671180693807741,4.260008999999997
2024-04-12,187.720001,188.380005,185.080002,186.130005,186.130005,38554300,AMZN,2024,4,12,187.04333499999998,189.050003,-1.5445638474811305,3.300003000000004
2024-04-15,187.429993,188.690002,183.0,183.619995,183.619995,48052400,AMZN,2024,4,15,186.26666766666668,186.130005,-1.3485251880802467,5.690001999999993
2024-04-16,183.270004,184.830002,182.259995,183.320007,183.320007,32891300,AMZN,2024,4,16,184.356669,183.619995,-0.16337436454019338,2.570007000000004
2024-04-17,184.309998,184.570007,179.820007,181.279999,181.279999,31359700,AMZN,2024,4,17,182.74000033333334,183.320007,-1.1128125256944816,4.75
2024-04-18,181.470001,182.389999,178.649994,179.220001,179.220001,30723800,AMZN,2024,4,18,181.27333566666667,181.279999,-1.1363625393665229,3.7400049999999965
2024-04-19,178.740005,179.0,173.440002,174.630005,174.630005,55950000,AMZN,2024,4,19,178.37666833333333,179.220001,-2.561095845546829,5.559998000000007
2024-04-22,176.940002,178.869995,174.559998,177.229996,177.229996,37924900,AMZN,2024,4,22,177.02666733333334,174.630005,1.4888569693392544,4.309996999999981
2024-04-23,178.080002,179.929993,175.979996,179.539993,179.539993,37046500,AMZN,2024,4,23,177.13333133333333,177.229996,1.3033894104472077,3.949996999999996
2024-04-24,179.940002,180.320007,176.179993,176.589996,176.589996,34185100,AMZN,2024,4,24,177.78666166666667,179.539993,-1.6430862844023817,4.140014000000008
2024-04-25,169.679993,173.919998,166.320007,173.669998,173.669998,49249400,AMZN,2024,4,25,176.59999566666667,176.589996,-1.653546670899761,7.599990999999989
2024-04-26,177.800003,180.820007,176.130005,179.619995,179.619995,43919800,AMZN,2024,4,26,176.626663,173.669998,3.4260361999888986,4.690001999999993
2024-04-29,182.75,183.529999,179.389999,180.960007,180.960007,54063900,AMZN,2024,4,29,178.08333333333334,179.619995,0.746026075771799,4.140000000000015
2024-04-30,181.089996,182.990005,174.800003,175.0,175.0,94639800,AMZN,2024,4,30,178.5266673333333,180.960007,-3.293549275780029,8.190001999999993
2024-05-01,181.639999,185.149994,176.559998,179.0,179.0,94645100,AMZN,2024,5,1,178.32000233333335,175.0,2.2857142857142856,8.589995999999985
2024-05-02,180.850006,185.100006,179.910004,184.720001,184.720001,54303500,AMZN,2024,5,2,179.57333366666668,179.0,3.195531284916199,5.190002000000021
2024-05-03,186.990005,187.869995,185.419998,186.210007,186.210007,39172000,AMZN,2024,5,3,183.3100026666667,184.720001,0.8066294889203655,2.449996999999996
2024-05-06,186.279999,188.75,184.800003,188.699997,188.699997,34725300,AMZN,2024,5,6,186.54333499999998,186.210007,1.3371945150079965,3.949996999999996
2024-05-07,188.919998,189.940002,187.309998,188.759995,188.759995,34048900,AMZN,2024,5,7,187.88999966666665,188.699997,0.031795443006820676,2.6300039999999854
2024-05-08,187.440002,188.429993,186.389999,188.0,188.0,26136400,AMZN,2024,5,8,188.48666400000002,188.759995,-0.4026250371536636,2.039994000000007
2024-05-09,188.880005,191.699997,187.440002,189.5,189.5,43368400,AMZN,2024,5,9,188.75333166666667,188.0,0.7978723404255319,4.2599950000000035
2024-05-10,189.160004,189.889999,186.929993,187.479996,187.479996,34141800,AMZN,2024,5,10,188.32666533333335,189.5,-1.065965171503958,2.960005999999993
2024-05-13,188.0,188.309998,185.360001,186.570007,186.570007,24898600,AMZN,2024,5,13,187.85000100000002,187.479996,-0.4853792508081747,2.949996999999996
2024-05-14,183.820007,187.720001,183.449997,187.070007,187.070007,38698200,AMZN,2024,5,14,187.04000333333332,186.570007,0.2679959164068638,4.270004
2024-05-15,185.970001,186.720001,182.729996,185.990005,185.990005,75459900,AMZN,2024,5,15,186.54333966666664,187.070007,-0.5773250438805017,3.9900049999999965
2024-05-16,185.600006,187.309998,183.460007,183.630005,183.630005,38834500,AMZN,2024,5,16,185.563339,185.990005,-1.2688853898358599,3.849991000000017
2024-05-17,183.759995,185.300003,183.350006,184.699997,184.699997,33175700,AMZN,2024,5,17,184.77333566666667,183.630005,0.5826890872218757,1.9499969999999962
2024-05-20,184.339996,186.669998,183.279999,183.539993,183.539993,30511800,AMZN,2024,5,20,183.95666500000002,184.699997,-0.6280476550305447,3.389998999999989
2024-05-21,182.300003,183.259995,180.75,183.149994,183.149994,50839100,AMZN,2024,5,21,183.79666133333333,183.539993,-0.2124872043555201,2.5099950000000035
2024-05-22,183.880005,185.220001,181.970001,183.130005,183.130005,28148800,AMZN,2024,5,22,183.27333066666665,183.149994,-0.010914005271537798,3.25
2024-05-23,183.660004,184.759995,180.080002,181.050003,181.050003,33670200,AMZN,2024,5,23,182.44333399999996,183.130005,-1.1358062268386915,4.679992999999996
2024-05-24,181.649994,182.440002,180.300003,180.75,180.75,27434100,AMZN,2024,5,24,181.643336,181.050003,-0.16570173710519284,2.139998999999989
2024-05-28,179.929993,182.240005,179.490005,182.149994,182.149994,29927000,AMZN,2024,5,28,181.31666566666664,180.75,0.7745471645919736,2.75
2024-05-29,181.699997,184.080002,181.550003,182.020004,182.020004,32009300,AMZN,2024,5,29,181.63999933333332,182.149994,-0.07136426257581556,2.5299990000000037
2024-05-30,181.309998,181.339996,178.360001,179.320007,179.320007,29249200,AMZN,2024,5,30,181.163335,182.020004,-1.4833517968717307,2.9799950000000024
2024-05-31,178.300003,179.210007,173.869995,176.440002,176.440002,58903900,AMZN,2024,5,31,179.26000433333334,179.320007,-1.606070091219666,5.3400120000000015
2024-06-03,177.699997,178.699997,175.919998,178.339996,178.339996,30786600,AMZN,2024,6,3,178.033335,176.440002,1.0768499084465102,2.7799990000000037
2024-06-04,177.639999,179.820007,176.440002,179.339996,179.339996,27198400,AMZN,2024,6,4,178.039998,178.339996,0.5607267143821175,3.3800050000000113
2024-06-05,180.100006,181.5,178.75,181.279999,181.279999,32116400,AMZN,2024,6,5,179.65333033333334,179.339996,1.0817458700065934,2.75
2024-06-06,181.75,185.0,181.490005,185.0,185.0,31371200,AMZN,2024,6,6,181.87333166666667,181.279999,2.052074702405529,3.5099950000000035
2024-06-07,184.899994,186.289993,183.360001,184.300003,184.300003,28021500,AMZN,2024,6,7,183.5266673333333,185.0,-0.3783767567567547,2.9299919999999986
2024-06-10,184.070007,187.229996,183.789993,187.059998,187.059998,34494500,AMZN,2024,6,10,185.45333366666668,184.300003,1.4975555914668126,3.44000299999999
2024-06-11,187.059998,187.770004,184.539993,187.229996,187.229996,27265100,AMZN,2024,6,11,186.1966656666667,187.059998,0.09087886336874254,3.2300109999999904
2024-06-12,188.020004,188.350006,185.429993,186.889999,186.889999,33984200,AMZN,2024,6,12,187.05999766666665,187.229996,-0.18159323146063144,2.9200130000000115
2024-06-13,186.089996,187.669998,182.669998,183.830002,183.830002,39721500,AMZN,2024,6,13,185.98333233333335,186.889999,-1.6373251732961815,5.0
2024-06-14,183.080002,183.720001,182.229996,183.660004,183.660004,25456400,AMZN,2024,6,14,184.79333499999998,183.830002,-0.09247565585079032,1.4900049999999965
2024-06-17,182.520004,185.0,181.220001,184.059998,184.059998,35601900,AMZN,2024,6,17,183.85000133333332,183.660004,0.21779047766982565,3.7799990000000037
2024-06-18,183.740005,184.289993,181.429993,182.809998,182.809998,36659200,AMZN,2024,6,18,183.51,184.059998,-0.6791263792146732,2.8600000000000136
2024-06-20,182.910004,186.509995,182.720001,186.100006,186.100006,44726800,AMZN,2024,6,20,184.32333400000002,182.809998,1.799687126521384,3.789994000000007
2024-06-21,187.800003,189.279999,185.860001,189.080002,189.080002,72931800,AMZN,2024,6,21,185.99666866666666,186.100006,1.6012874282228664,3.4199979999999925
2024-06-24,189.330002,191.0,185.330002,185.570007,185.570007,50610400,AMZN,2024,6,24,186.9166716666667,189.080002,-1.8563544335058784,5.6699979999999925
2024-06-25,186.809998,188.839996,185.419998,186.339996,186.339996,45898500,AMZN,2024,6,25,186.99666833333333,185.570007,0.4149318160019305,3.419998000000021
2024-06-26,186.919998,194.800003,186.259995,193.610001,193.610001,65103900,AMZN,2024,6,26,188.506668,186.339996,3.9014731974127534,8.540008
2024-06-27,195.009995,199.839996,194.199997,197.850006,197.850006,74397500,AMZN,2024,6,27,192.60000100000002,193.610001,2.189972097567417,5.639999000000017
2024-06-28,197.729996,198.850006,192.5,193.25,193.25,76930200,AMZN,2024,6,28,194.90333566666666,197.850006,-2.3249966441749854,6.350006000000008
2024-07-01,193.490005,198.300003,192.820007,197.199997,197.199997,41192000,AMZN,2024,7,1,196.10000100000002,193.25,2.0439829236739953,5.479996
2023-12-01,131.860001,132.110001,130.669998,131.860001,131.708847,31431200,GOOGL,2023,12,1,131.860001,,,1.4400030000000186
2023-12-04,129.880005,130.029999,127.900002,129.270004,129.121811,36669900,GOOGL,2023,12,4,130.5650025,131.860001,-1.964202169238578,2.129997000000003
2023-12-05,128.949997,132.139999,128.25,130.990005,130.839844,27384800,GOOGL,2023,12,5,130.70667,129.270004,1.3305491968577616,3.889998999999989
2023-12-06,131.440002,131.839996,129.880005,130.020004,129.870956,23576200,GOOGL,2023,12,6,130.09333766666666,130.990005,-0.7405152782458451,1.9599910000000023
2023-12-07,135.039993,138.559998,134.699997,136.929993,136.773026,56767100,GOOGL,2023,12,7,132.6466673333333,130.020004,5.314558365957285,3.860001000000011
2023-12-08,134.199997,136.399994,134.029999,134.990005,134.835251,32233900,GOOGL,2023,12,8,133.98000066666665,136.929993,-1.4167736063493408,2.3699949999999887
2023-12-11,132.380005,133.339996,131.360001,133.289993,133.137192,31138000,GOOGL,2023,12,11,135.06999699999997,134.990005,-1.25936138753383,1.9799950000000024
2023-12-12,131.809998,133.0,131.259995,132.520004,132.368088,29032800,GOOGL,2023,12,12,133.60000066666666,133.289993,-0.5776795261741889,1.7400049999999965
2023-12-13,133.380005,133.5,131.570007,132.570007,132.41803,30104800,GOOGL,2023,12,13,132.79333466666665,132.520004,0.03773241660934737,1.929992999999996
2023-12-14,133.380005,133.720001,129.690002,131.940002,131.788742,38722400,GOOGL,2023,12,14,132.34333766666666,132.570007,-0.47522438465286587,4.029999000000004
2023-12-15,131.619995,133.509995,131.179993,132.600006,132.447998,50815200,GOOGL,2023,12,15,132.370005,131.940002,0.5002304001784197,2.3300020000000075
2023-12-18,132.630005,137.149994,132.429993,135.800003,135.644318,32258000,GOOGL,2023,12,18,133.44667033333334,132.600006,2.4132706298670876,4.720000999999996
2023-12-19,136.839996,137.470001,136.080002,136.649994,136.493347,25476800,GOOGL,2023,12,19,135.01666766666668,135.800003,0.6259138300608054,1.3899989999999889
2023-12-20,138.970001,141.699997,138.070007,138.339996,138.181412,49107200,GOOGL,2023,12,20,136.92999766666665,136.649994,1.23673770523548,3.6299899999999923
2023-12-21,139.490005,140.690002,139.179993,140.419998,140.259018,27488300,GOOGL,2023,12,21,138.469996,138.339996,1.5035434871633067,1.5100089999999966
2023-12-22,140.770004,141.990005,140.710007,141.490005,141.327805,26514600,GOOGL,2023,12,22,140.083333,140.419998,0.7620047110383835,1.2799980000000062
2023-12-26,141.589996,142.679993,141.190002,141.520004,141.357773,16780300,GOOGL,2023,12,26,141.14333566666664,141.490005,0.02120220435358926,1.4899910000000034
2023-12-27,141.589996,142.080002,139.889999,140.369995,140.209076,19628600,GOOGL,2023,12,27,141.126668,141.520004,-0.8126123286429608,2.1900030000000186
2023-12-28,140.779999,141.139999,139.75,140.229996,140.069244,16045700,GOOGL,2023,12,28,140.70666500000002,140.369995,-0.0997357020636703,1.3899989999999889
2023-12-29,139.630005,140.360001,138.779999,139.690002,139.529861,18727200,GOOGL,2023,12,29,140.09666433333334,140.229996,-0.3850773838715699,1.5800020000000075
2024-01-02,138.550003,139.449997,136.479996,138.169998,138.011597,23711200,GOOGL,2024,1,2,139.36333199999999,139.690002,-1.088126550388338,2.9700009999999963
2024-01-03,137.25,139.630005,137.080002,138.919998,138.760742,24212100,GOOGL,2024,1,3,138.92666599999998,138.169998,0.5428095902556213,2.550003000000004
2024-01-04,138.419998,139.160004,136.350006,136.389999,136.233643,27137700,GOOGL,2024,1,4,137.826665,138.919998,-1.8211913593606615,2.809997999999979
2024-01-05,136.75,137.160004,135.149994,135.729996,135.574402,22506000,GOOGL,2024,1,5,137.013331,136.389999,-0.48390864787673254,2.010009999999994
2024-01-08,136.289993,139.009995,136.259995,138.839996,138.680832,21404000,GOOGL,2024,1,8,136.9866636666667,135.729996,2.2913137048939527,2.75
2024-01-09,138.5,141.490005,138.149994,140.949997,140.788422,24759600,GOOGL,2024,1,9,138.506663,138.839996,1.5197357107385558,3.340011000000004
2024-01-10,141.0,143.0,140.910004,142.279999,142.116898,21320200,GOOGL,2024,1,10,140.6899973333333,140.949997,0.9435984592465139,2.0899960000000135
2024-01-11,143.490005,145.220001,140.639999,142.080002,141.91713,24008700,GOOGL,2024,1,11,141.76999933333335,142.279999,-0.14056578676247827,4.5800020000000075
2024-01-12,142.669998,143.199997,141.820007,142.649994,142.486465,18768600,GOOGL,2024,1,12,142.336665,142.080002,0.40117679615459534,1.3799899999999923
2024-01-16,142.0,144.350006,141.449997,142.490005,142.32666,22670500,GOOGL,2024,1,16,142.406667,142.649994,-0.1121549293580734,2.9000090000000114
2024-01-17,141.350006,141.839996,138.899994,141.470001,141.307831,20968600,GOOGL,2024,1,17,142.20333333333335,142.490005,-0.7158424901451861,2.940002000000021
2024-01-18,142.050003,144.210007,141.990005,143.479996,143.315521,25746400,GOOGL,2024,1,18,142.48000066666668,141.470001,1.4207923841041068,2.220001999999994
2024-01-19,144.740005,146.449997,144.380005,146.380005,146.212204,33300700,GOOGL,2024,1,19,143.77666733333334,143.479996,2.0211939509672217,2.069991999999985
2024-01-22,147.100006,148.389999,145.839996,145.990005,145.822647,32200400,GOOGL,2024,1,22,145.28333533333333,146.380005,-0.26642983104148327,2.5500029999999754
2024-01-23,145.889999,147.179993,145.5,147.039993,146.871429,21636100,GOOGL,2024,1,23,146.470001,145.990005,0.719219099965106,1.679992999999996
2024-01-24,148.539993,149.850006,148.100006,148.699997,148.529526,25233500,GOOGL,2024,1,24,147.24333166666665,147.039993,1.128947278989592,1.75
2024-01-25,150.070007,153.050003,149.539993,151.869995,151.695892,29149100,GOOGL,2024,1,25,149.20332833333336,148.699997,2.1318077094513948,3.510009999999994
2024-01-26,151.100006,152.539993,151.009995,152.190002,152.015533,26115500,GOOGL,2024,1,26,150.919998,151.869995,0.21071114146017056,1.5299980000000062
2024-01-29,152.059998,153.779999,151.429993,153.509995,153.334015,27784300,GOOGL,2024,1,29,152.52333066666665,152.190002,0.8673322706178892,2.3500060000000076
2024-01-30,152.800003,153.619995,151.190002,151.460007,151.286377,36331800,GOOGL,2024,1,30,152.386668,153.509995,-1.3354101145010222,2.429992999999996
2024-01-31,143.619995,144.0,139.869995,140.100006,139.939392,71910000,GOOGL,2024,1,31,148.35666933333334,151.460007,-7.500330433762612,4.130005000000011
2024-02-01,142.119995,143.059998,140.789993,141.160004,140.998184,40466500,GOOGL,2024,2,1,144.24000566666666,140.100006,0.756600966883598,2.2700049999999976
2024-02-02,139.259995,142.619995,136.5,142.380005,142.216782,62470600,GOOGL,2024,2,2,141.21333833333333,141.160004,0.8642681818002959,6.119994999999989
2024-02-05,142.820007,145.470001,142.779999,143.679993,143.515274,38505400,GOOGL,2024,2,5,142.40666733333333,142.380005,0.9130411254023939,2.6900019999999927
2024-02-06,144.649994,145.360001,143.190002,144.100006,143.934814,29128200,GOOGL,2024,2,6,143.38666800000001,143.679993,0.29232532047799553,2.1699990000000184
2024-02-07,144.759995,145.619995,143.929993,145.539993,145.373154,25208900,GOOGL,2024,2,7,144.4399973333333,144.100006,0.9992969743526604,1.6900019999999927
2024-02-08,145.830002,146.330002,145.100006,145.910004,145.742737,22563800,GOOGL,2024,2,8,145.1833343333333,145.539993,0.2542332127224829,1.2299959999999999
2024-02-09,146.679993,149.440002,146.179993,149.0,148.829193,26829500,GOOGL,2024,2,9,146.81666566666667,145.910004,2.117741015208261,3.2600089999999966
2024-02-12,148.419998,149.339996,147.369995,147.529999,147.36087,21564100,GOOGL,2024,2,12,147.480001,149.0,-0.9865778523489908,1.9700010000000248
2024-02-13,144.919998,146.669998,143.690002,145.139999,144.973618,27837700,GOOGL,2024,2,13,147.22333266666666,147.529999,-1.6200095005762285,2.979996
2024-02-14,146.080002,146.520004,144.089996,145.940002,145.772705,22704200,GOOGL,2024,2,14,146.20333333333332,145.139999,0.5511940233649884,2.4300079999999866
2024-02-15,143.139999,143.520004,140.460007,142.770004,142.606339,37590700,GOOGL,2024,2,15,144.61666833333334,145.940002,-2.1721241308465875,3.05999700000001
2024-02-16,142.990005,143.190002,140.139999,140.520004,140.358917,31451100,GOOGL,2024,2,16,143.07667,142.770004,-1.5759612922613635,3.050003000000004
2024-02-20,139.660004,142.080002,139.490005,141.119995,140.958221,25144700,GOOGL,2024,2,20,141.470001,140.520004,0.4269790655570922,2.589997000000011
2024-02-21,141.449997,142.690002,140.679993,142.550003,142.386581,23315700,GOOGL,2024,2,21,141.39666733333334,141.119995,1.0133277003021544,2.0100089999999966
2024-02-22,144.929993,145.0,142.800003,144.089996,143.92482,27191900,GOOGL,2024,2,22,142.58666466666668,142.550003,1.0803177604984053,2.199996999999996
2024-02-23,143.669998,144.679993,143.429993,143.960007,143.794968,19493800,GOOGL,2024,2,23,143.53333533333333,144.089996,-0.0902137577962201,1.25
2024-02-26,142.139999,142.440002,137.389999,137.570007,137.412308,53641800,GOOGL,2024,2,26,141.87333666666666,143.960007,-4.438732765552024,5.050003000000004
2024-02-27,138.020004,139.25,137.089996,138.880005,138.720795,33099200,GOOGL,2024,2,27,140.136673,137.570007,0.9522409924715692,2.1600039999999865
2024-02-28,137.899994,138.009995,135.410004,136.380005,136.223663,37328600,GOOGL,2024,2,28,137.61000566666667,138.880005,-1.800115142564979,2.599991000000017
2024-02-29,137.279999,138.860001,136.399994,138.460007,138.301285,42133000,GOOGL,2024,2,29,137.90667233333332,136.380005,1.5251517258706502,2.4600070000000187
2024-03-01,138.429993,138.869995,136.919998,137.139999,136.982788,31119500,GOOGL,2024,3,1,137.32667033333334,138.460007,-0.9533496556879428,1.9499969999999962
2024-03-04,135.660004,135.660004,131.910004,133.350006,133.197144,55999400,GOOGL,2024,3,4,136.31667066666668,137.139999,-2.7635941575294756,3.75
2024-03-05,131.880005,133.240005,130.669998,132.669998,132.517914,40194800,GOOGL,2024,3,5,134.38666766666665,133.350006,-0.5099422342733265,2.570007000000004
2024-03-06,133.119995,133.580002,130.850006,131.399994,131.249359,35318600,GOOGL,2024,3,6,132.47333266666666,132.669998,-0.9572654097725999,2.729996
